,return_on_equity_pct,return_on_equity_pct,debt_to_equity,debt_to_equity,revenue_cagr_5yr,revenue_cagr_5yr,fcf_cagr_5yr,fcf_cagr_5yr,operating_profit_margin_pct,operating_profit_margin_pct
,mean,median,mean,median,mean,median,mean,median,mean,median
cluster_id,,,,,,,,,,
0,21.88824504606355,17.003836774901735,0.539980269964445,0.17744750763172262,11.362858333333332,10.6457,11.089945316059497,14.193176792195128,19.44040477331568,19.093200798964084
1,74.36225765405506,15.3548827162833,1.0841474245324851,0.0788468512027076,14.258373333333333,13.338,13.13654601346692,13.601756995927673,82.70788579594186,86.14676228532112
2,4280.315266810242,4280.315266810242,0.5649976070830343,0.5649976070830343,9.73165,9.73165,14.193176792195128,14.193176792195128,28.50509624083592,28.50509624083592
3,20.392073167084146,16.27438209993858,7.289413000282727,6.836103638559851,19.424435714285714,18.365850000000002,-4.872566429455261,-8.390395426179154,46.622549783780066,37.4889127294537
4,15.554557028383135,15.554557028383135,0.020931625851868495,0.020931625851868495,9.5139,9.5139,228.75036590344516,228.75036590344516,75.59168153953597,75.59168153953597
